GKZ,Name,Wahlberechtigte,abgegeben,gültig,ungültig,spoe,oevp,fpoe,gruene,frank,neos,bzoe,kpoe,pirat,cpoe,wandl,slp,euaus,m
G10319,Wulkaprodersdorf,1496,1171,1138,33,454,302,129,117,60,27,26,9,12,2,0,0,0,0
G10320,Loretto,384,283,275,8,84,87,58,19,18,4,5,0,0,0,0,0,0,0
G10321,Stotzing,650,452,440,12,162,141,72,16,20,10,14,2,2,1,0,0,0,0
G10322,Zillingtal,745,553,540,13,196,126,80,59,35,26,11,5,2,0,0,0,0,0
G10323,Zagersdorf,794,619,604,15,259,171,72,42,32,8,13,3,2,2,0,0,0,0
G10401,Bocksdorf,676,537,524,13,218,120,92,17,55,9,11,1,1,0,0,0,0,0
G10402,Burgauberg-Neudauberg,1113,848,825,23,258,267,136,39,76,20,15,8,6,0,0,0,0,0
G10403,Eberau,779,613,608,5,153,307,75,20,30,14,7,0,1,1,0,0,0,0
G10404,Gerersdorf-Sulz,858,662,652,10,223,252,65,47,35,10,15,2,3,0,0,0,0,0
G10405,Güssing,3011,2107,2069,38,724,657,311,143,131,43,41,9,5,5,0,0,0,0
G10406,Güttenbach,761,572,557,15,187,216,60,34,32,10,13,3,1,1,0,0,0,0
G10407,Heiligenbrunn,712,547,536,11,140,247,88,22,23,9,5,1,1,0,0,0,0,0
G10408,Kukmirn,1688,1232,1202,30,375,342,195,62,143,34,40,6,4,1,0,0,0,0
G10409,Neuberg im Burgenland,842,653,644,9,278,162,106,24,48,7,14,4,0,1,0,0,0,0
G10410,Neustift bei Güssing,448,339,331,8,168,36,74,16,30,4,1,2,0,0,0,0,0,0
G10411,Olbendorf,1241,916,903,13,496,104,155,32,74,16,16,1,0,9,0,0,0,0
G10412,Ollersdorf im Burgenland,842,714,703,11,274,212,99,36,57,20,1,2,2,0,0,0,0,0
G10413,Sankt Michael im Burgenland,853,662,646,16,202,200,108,37,59,19,15,4,2,0,0,0,0,0
G10414,Stegersbach,2048,1427,1392,35,556,301,222,82,137,44,31,6,4,9,0,0,0,0
G10415,Stinatz,1003,735,719,16,377,171,59,46,33,11,9,7,4,2,0,0,0,0
G10416,Strem,796,576,561,15,119,260,112,21,33,5,8,1,0,2,0,0,0,0
G10417,Tobaj,1123,847,836,11,210,332,164,26,62,20,15,2,4,1,0,0,0,0
G10418,Hackerberg,303,251,244,7,91,96,32,5,9,6,3,0,2,0,0,0,0,0
G10419,Wörterberg,409,305,299,6,105,82,57,19,19,6,7,1,3,0,0,0,0,0
G10420,Großmürbisch,217,167,167,0,70,71,7,8,6,1,1,1,0,2,0,0,0,0
G10421,Inzenhof,287,238,236,2,164,30,25,3,8,2,3,1,0,0,0,0,0,0
G10422,Kleinmürbisch,211,166,164,2,75,54,23,1,8,0,2,0,1,0,0,0,0,0
G10423,Tschanigraben,52,35,35,0,27,5,1,0,1,1,0,0,0,0,0,0,0,0
G10424,Heugraben,185,164,161,3,52,59,29,1,13,3,4,0,0,0,0,0,0,0
G10425,Rohr im Burgenland,333,263,256,7,109,58,55,11,17,2,2,2,0,0,0,0,0,0
G10426,Bildein,289,229,226,3,22,151,28,12,9,2,1,0,0,1,0,0,0,0
G10427,Rauchwart,381,314,308,6,123,71,73,4,20,6,11,0,0,0,0,0,0,0
G10428,Moschendorf,342,287,276,11,62,148,34,10,14,3,5,0,0,0,0,0,0,0
G10501,Deutsch Kaltenbrunn,1510,1109,1078,31,420,194,207,65,121,32,30,5,3,1,0,0,0,0
G10502,Eltendorf,811,605,592,13,190,163,134,37,38,6,18,1,4,1,0,0,0,0
G10503,Heiligenkreuz im Lafnitztal,1046,751,738,13,281,180,127,33,90,9,13,2,1,2,0,0,0,0
G10504,Jennersdorf,3524,2476,2418,58,549,706,623,187,192,62,60,10,21,8,0,0,0,0
G10505,Minihof-Liebau,929,701,680,21,243,133,175,29,64,14,12,2,3,5,0,0,0,0
G10506,Mogersdorf,948,725,705,20,302,160,137,51,34,8,9,3,1,0,0,0,0,0
G10507,Neuhaus am Klausenbach,822,609,597,12,136,209,135,26,48,15,18,2,3,5,0,0,0,0
G10508,Rudersdorf,1819,1355,1329,26,432,357,232,98,121,42,32,3,8,4,0,0,0,0
G10509,Sankt Martin an der Raab,1704,1341,1313,28,434,344,254,98,99,21,40,11,7,5,0,0,0,0
G10510,Weichselbaum,632,489,469,20,135,168,89,24,40,4,4,2,2,1,0,0,0,0
G10511,Königsdorf,612,464,459,5,137,135,103,21,50,3,6,2,1,1,0,0,0,0
G10512,Mühlgraben,348,278,271,7,126,37,66,12,17,6,6,1,0,0,0,0,0,0
G10601,Draßburg,919,693,678,15,419,77,88,40,25,9,12,3,4,1,0,0,0,0
G10602,Forchtenstein,2256,1785,1754,31,662,433,368,88,98,43,39,6,8,9,0,0,0,0
G10603,Hirm,741,593,578,15,340,65,83,42,21,10,9,5,3,0,0,0,0,0
G10604,Loipersbach im Burgenland,985,761,746,15,355,117,166,41,27,13,14,6,6,1,0,0,0,0
G10605,Marz,1625,1259,1228,31,456,316,237,99,65,25,23,5,0,2,0,0,0,0
G10606,Mattersburg,5517,3955,3867,88,1435,785,730,347,260,157,91,28,28,6,0,0,0,0
G10607,Neudörfl,3278,2400,2360,40,1018,326,521,143,130,107,81,11,11,12,0,0,0,0
G10608,Pöttelsdorf,593,450,439,11,150,131,61,42,30,13,9,2,0,1,0,0,0,0
G10609,Pöttsching,2322,1766,1742,24,672,313,294,151,166,81,32,13,17,3,0,0,0,0
G10610,Rohrbach bei Mattersburg,2164,1664,1601,63,757,355,268,86,69,28,25,4,8,1,0,0,0,0
G10611,Bad Sauerbrunn,1675,1198,1172,26,353,206,249,168,62,69,49,8,5,3,0,0,0,0
G10612,Schattendorf,1991,1552,1518,34,928,206,194,87,58,24,12,2,6,1,0,0,0,0
G10613,Sieggraben,1048,853,834,19,306,290,145,16,45,13,16,1,1,1,0,0,0,0
G10614,Sigleß,953,771,752,19,340,127,125,57,47,24,23,4,4,1,0,0,0,0
G10615,Wiesen,2287,1784,1747,37,417,517,444,108,128,60,49,8,8,8,0,0,0,0
G10616,Antau,607,521,510,11,156,171,110,27,21,8,11,1,4,1,0,0,0,0
G10617,Baumgarten,718,545,540,5,296,104,54,42,15,17,9,1,0,2,0,0,0,0
G10618,Zemendorf-Stöttera,1002,799,782,17,300,299,73,31,39,22,10,2,6,0,0,0,0,0
G10619,Krensdorf,485,391,388,3,136,124,73,19,15,9,8,2,1,1,0,0,0,0
G10701,Andau,2004,1643,1607,36,806,385,290,28,48,19,22,1,5,3,0,0,0,0
G10702,Apetlon,1567,1234,1201,33,434,396,228,41,46,17,20,2,4,13,0,0,0,0
G10703,Bruckneudorf,2264,1604,1565,39,558,141,443,187,91,79,44,15,7,0,0,0,0,0
G10704,Deutsch Jahrndorf,469,364,357,7,122,97,98,13,14,6,4,2,1,0,0,0,0,0
G10705,Frauenkirchen,2380,1828,1775,53,805,365,312,93,85,55,34,9,9,8,0,0,0,0
G10706,Gattendorf,921,727,708,19,271,172,162,26,40,19,12,4,2,0,0,0,0,0
G10707,Gols,3020,2338,2268,70,856,468,460,164,154,72,58,15,19,2,0,0,0,0
G10708,Halbturn,1596,1268,1237,31,370,529,185,66,45,18,12,5,5,2,0,0,0,0
G10709,Illmitz,2065,1668,1629,39,623,503,302,66,52,47,27,1,5,3,0,0,0,0
G10710,Jois,1141,881,869,12,300,242,171,40,55,33,16,7,4,1,0,0,0,0
G10711,Kittsee,1533,1144,1114,30,429,293,244,39,49,27,25,5,3,0,0,0,0,0
G10712,Mönchhof,1885,1371,1341,30,392,489,263,72,63,30,12,7,9,4,0,0,0,0
G10713,Neusiedl am See,5622,3990,3905,85,1051,1082,683,502,223,213,83,29,31,8,0,0,0,0
G10714,Nickelsdorf,1284,1003,984,19,358,204,222,83,51,34,10,18,3,1,0,0,0,0
G10715,Pama,854,689,679,10,278,257,97,16,11,7,8,2,2,1,0,0,0,0
G10716,Pamhagen,1416,1069,1042,27,365,408,163,22,34,19,19,2,5,5,0,0,0,0
G10717,Parndorf,3070,2042,1998,44,857,208,552,134,106,67,41,11,18,4,0,0,0,0
G10718,Podersdorf am See,1718,1339,1292,47,315,499,205,69,94,54,34,9,8,5,0,0,0,0
G10719,Sankt Andrä am Zicksee,1151,902,885,17,304,328,127,32,37,22,17,2,1,15,0,0,0,0
G10720,Tadten,1068,875,864,11,351,319,108,26,29,22,4,1,4,0,0,0,0,0
G10721,Wallern im Burgenland,1517,1200,1176,24,512,308,234,43,37,12,12,9,3,6,0,0,0,0
G10722,Weiden am See,1868,1409,1381,28,395,370,297,139,75,59,34,8,4,0,0,0,0,0
G10723,Winden am See,1069,814,788,26,391,128,134,42,41,19,15,6,11,1,0,0,0,0
G10724,Zurndorf,1658,1285,1249,36,534,183,327,75,62,41,13,8,5,1,0,0,0,0
G10725,Neudorf,586,473,461,12,160,175,70,16,20,5,10,5,0,0,0,0,0,0
G10726,Potzneusiedl,437,337,336,1,125,68,102,12,14,9,4,1,1,0,0,0,0,0
G10727,Edelstal,497,386,377,9,129,151,60,10,9,12,4,0,2,0,0,0,0,0
G10801,Deutschkreutz,2630,1998,1965,33,747,626,310,80,126,29,32,6,8,1,0,0,0,0
G10802,Draßmarkt,1162,965,944,21,327,372,107,65,34,18,13,5,3,0,0,0,0,0
G10803,Frankenau-Unterpullendorf,997,744,733,11,250,301,63,43,45,14,14,1,1,1,0,0,0,0
G10804,Großwarasdorf,1215,943,922,21,344,390,79,45,33,10,13,4,4,0,0,0,0,0
G10805,Horitschon,1535,1255,1229,26,484,368,188,69,69,18,13,3,1,16,0,0,0,0
G10806,Kaisersdorf,505,385,379,6,206,71,52,18,15,6,8,1,2,0,0,0,0,0
G10807,Kobersdorf,1584,1295,1261,34,609,263,210,71,71,18,11,4,4,0,0,0,0,0
G10808,Lackenbach,925,673,651,22,295,143,119,24,34,12,18,4,2,0,0,0,0,0
G10809,Lockenhaus,1663,1231,1197,34,438,337,213,69,62,44,26,5,2,1,0,0,0,0
G10810,Lutzmannsburg,728,575,560,15,199,176,110,22,33,4,11,1,2,2,0,0,0,0
G10811,Mannersdorf an der Rabnitz,1536,1205,1171,34,501,297,230,56,47,15,12,6,7,0,0,0,0,0
G10812,Markt Sankt Martin,973,807,783,24,303,231,103,52,57,9,12,2,10,4,0,0,0,0
G10813,Neckenmarkt,1406,1166,1142,24,413,427,133,41,69,25,16,0,8,10,0,0,0,0
G10814,Neutal,886,764,740,24,463,118,73,21,39,10,12,1,3,0,0,0,0,0
G10815,Nikitsch,1244,921,901,20,357,358,61,37,48,24,8,4,2,2,0,0,0,0
G10816,Oberpullendorf,2431,1680,1634,46,488,491,279,138,116,65,31,11,11,4,0,0,0,0
G10817,Pilgersdorf,1398,1125,1104,21,312,507,133,42,67,18,11,3,7,4,0,0,0,0
G10818,Piringsdorf,734,584,570,14,224,175,83,27,23,19,13,0,5,1,0,0,0,0
G10819,Raiding,699,542,530,12,265,149,66,7,27,4,5,1,2,4,0,0,0,0
G10820,Ritzing,744,612,601,11,289,127,88,42,26,9,9,5,5,1,0,0,0,0
G10821,Steinberg-Dörfl,1083,853,834,19,283,254,121,47,60,32,26,6,4,1,0,0,0,0
G10822,Stoob,1159,928,906,22,411,200,142,48,54,30,13,3,3,2,0,0,0,0
G10823,Weppersdorf,1477,1184,1158,26,631,177,211,45,53,22,10,4,3,2,0,0,0,0
G10824,Lackendorf,502,394,390,4,190,103,66,14,12,1,2,0,1,1,0,0,0,0
G10825,Unterfrauenhaid,524,442,438,4,175,148,69,10,26,4,6,0,0,0,0,0,0,0
G10826,Unterrabnitz-Schwendgraben,528,451,444,7,158,187,51,16,17,6,5,4,0,0,0,0,0,0
G10827,Weingraben,310,264,259,5,130,77,25,6,7,5,5,1,0,3,0,0,0,0
G10828,Oberloisdorf,674,542,528,14,222,174,71,24,20,7,6,2,2,0,0,0,0,0
G10901,Bad Tatzmannsdorf,1146,865,855,10,243,251,155,64,70,43,21,2,4,2,0,0,0,0
G10902,Bernstein,1847,1376,1356,20,649,310,233,48,54,30,24,3,2,3,0,0,0,0
G10903,Deutsch Schützen-Eisenberg,986,771,766,5,155,344,150,25,48,17,20,4,0,3,0,0,0,0
G10904,Grafenschachen,1066,819,782,37,381,176,137,25,34,10,17,1,1,0,0,0,0,0
G10905,Großpetersdorf,2896,2084,2045,39,869,497,330,117,121,35,49,12,5,10,0,0,0,0
G10906,Hannersdorf,659,513,508,5,212,154,71,22,30,12,6,1,0,0,0,0,0,0
G10907,Kemeten,1255,904,885,19,379,104,236,47,74,13,24,2,6,0,0,0,0,0
G10908,Kohfidisch,1213,952,931,21,348,298,174,30,53,14,5,5,2,2,0,0,0,0
G10909,Litzelsdorf,946,722,707,15,244,161,175,53,49,12,5,4,3,1,0,0,0,0
G10910,Loipersdorf-Kitzladen,1018,841,819,22,353,210,173,25,28,12,13,1,3,1,0,0,0,0
G10911,Mariasdorf,998,754,737,17,298,159,184,35,25,10,20,5,0,1,0,0,0,0
G10912,Markt Allhau,1502,1149,1129,20,334,289,241,102,82,33,38,4,5,1,0,0,0,0
G10913,Markt Neuhodis,566,433,421,12,188,115,67,10,21,3,12,2,3,0,0,0,0,0
G10914,Mischendorf,1422,1115,1096,19,470,372,150,31,44,9,14,3,3,0,0,0,0,0
G10915,Oberdorf im Burgenland,857,682,660,22,294,143,118,28,43,13,13,3,0,5,0,0,0,0
G10916,Oberschützen,1887,1413,1380,33,371,407,278,124,91,48,54,5,0,2,0,0,0,0
G10917,Oberwart,5611,3746,3675,71,1278,796,765,282,310,123,80,16,12,13,0,0,0,0
G10918,Pinkafeld,4413,3045,2985,60,1127,651,621,221,166,89,59,18,18,15,0,0,0,0
G10919,Rechnitz,2520,1771,1735,36,723,344,391,66,117,28,47,10,6,3,0,0,0,0
G10920,Riedlingsdorf,1321,961,936,25,480,124,189,53,50,16,13,2,9,0,0,0,0,0
G10921,Rotenturm an der Pinka,1142,936,918,18,476,178,134,38,58,20,11,2,1,0,0,0,0,0
G10922,Schachendorf,585,455,447,8,136,176,52,24,31,18,3,4,0,3,0,0,0,0
G10923,Stadtschlaining,1705,1209,1188,21,500,262,258,57,71,11,16,5,7,1,0,0,0,0
G10924,Unterkohlstätten,854,727,719,8,324,230,87,22,29,11,11,4,0,1,0,0,0,0
G10925,Unterwart,689,501,490,11,185,161,67,20,38,6,8,2,1,2,0,0,0,0
G10926,Weiden bei Rechnitz,692,542,537,5,175,201,82,31,34,5,3,4,2,0,0,0,0,0
G10927,Wiesfleck,950,744,733,11,251,236,160,24,29,12,16,2,1,2,0,0,0,0
G10928,Wolfau,1107,844,823,21,279,231,158,57,48,25,19,1,4,1,0,0,0,0
G10929,Neustift an der Lafnitz,617,506,498,8,227,79,99,19,37,19,16,0,2,0,0,0,0,0
G10930,Jabing,621,489,477,12,192,114,95,22,32,10,9,2,1,0,0,0,0,0
G10931,Badersdorf,251,203,201,2,66,93,28,4,9,0,1,0,0,0,0,0,0,0
G10932,Schandorf,236,190,187,3,86,64,16,3,11,5,2,0,0,0,0,0,0,0
G20101,Klagenfurt,73937,45317,44599,718,13386,5823,7111,7841,2743,2163,4754,404,374,0,0,0,0,0
G20201,Villach,45015,28306,27812,494,9869,2933,5028,3643,2119,1150,2634,198,238,0,0,0,0,0
G20302,Dellach,1031,701,679,22,180,250,87,47,37,15,58,1,4,0,0,0,0,0
G20305,Hermagor-Pressegger See,5664,3827,3734,93,1245,884,576,321,247,100,333,15,13,0,0,0,0,0
G20306,Kirchbach,2196,1522,1485,37,354,464,274,112,86,29,147,8,11,0,0,0,0,0
G20307,Kötschach-Mauthen,2780,1871,1826,45,557,565,212,152,93,57,183,2,5,0,0,0,0,0
G20316,St. Stefan im Gailtal,1341,978,955,23,391,205,148,67,56,24,60,1,3,0,0,0,0,0
G20320,Gitschtal,1014,733,710,23,203,163,176,48,32,7,74,3,4,0,0,0,0,0
G20321,Lesachtal,1164,781,757,24,155,439,51,33,27,9,41,0,2,0,0,0,0,0
G20402,Ebenthal in Kärnten,6288,4142,4045,97,1594,393,709,446,280,120,431,35,37,0,0,0,0,0
G20403,Feistritz im Rosental,2009,1360,1326,34,562,201,152,156,95,29,113,9,9,0,0,0,0,0
G20405,Ferlach,5818,3940,3852,88,1513,399,623,418,266,115,453,41,24,0,0,0,0,0
G20409,Grafenstein,2285,1540,1494,46,393,359,263,113,87,21,247,3,8,0,0,0,0,0
G20412,Keutschach am See,1971,1283,1267,16,382,207,188,190,77,55,152,10,6,0,0,0,0,0
G20414,Köttmannsdorf,2308,1701,1666,35,520,309,292,214,97,53,161,9,11,0,0,0,0,0
G20415,Krumpendorf am Wörthersee,2646,1730,1702,28,371,329,206,346,117,117,196,13,7,0,0,0,0,0
G20416,Ludmannsdorf,1496,1011,1001,10,371,147,158,131,54,28,96,9,7,0,0,0,0,0
G20417,Maria Rain,1883,1278,1249,29,333,191,230,186,66,59,162,11,11,0,0,0,0,0
G20418,Maria Saal,3188,2173,2136,37,598,368,332,338,135,87,263,7,8,0,0,0,0,0
G20419,Maria Wörth,1212,749,735,14,161,150,97,120,67,49,79,4,8,0,0,0,0,0
G20421,Moosburg,3623,2379,2329,50,664,451,380,316,146,80,253,18,21,0,0,0,0,0
G20424,Pörtschach am Wörther See,2129,1338,1320,18,260,323,186,189,99,89,157,8,9,0,0,0,0,0
G20425,Poggersdorf,2485,1759,1719,40,565,245,312,153,133,45,251,10,5,0,0,0,0,0
G20428,St. Margareten im Rosental,890,613,602,11,220,127,38,40,24,16,131,3,3,0,0,0,0,0
G20432,Schiefling am Wörthersee,1974,1294,1268,26,384,190,247,140,90,53,152,4,8,0,0,0,0,0
G20435,Techelsberg am Wörther See,1747,1168,1143,25,364,190,226,99,98,32,122,7,5,0,0,0,0,0
G20441,Zell,517,372,365,7,177,47,20,80,12,14,8,6,1,0,0,0,0,0
G20442,Magdalensberg,2635,1827,1790,37,620,282,293,187,97,63,224,8,16,0,0,0,0,0
G20501,Althofen,3824,2489,2446,43,906,329,445,178,154,73,329,18,14,0,0,0,0,0
G20502,Brückl,2374,1633,1600,33,598,195,322,117,95,49,203,7,14,0,0,0,0,0
G20503,Deutsch-Griffen,789,469,453,16,111,94,136,16,28,5,60,1,2,0,0,0,0,0
G20504,Eberstein,1129,791,773,18,189,146,166,34,55,16,158,4,5,0,0,0,0,0
G20505,Friesach,4319,2592,2554,38,672,304,417,157,133,42,806,7,16,0,0,0,0,0
G20506,Glödnitz,717,411,407,4,119,113,83,9,14,8,53,4,4,0,0,0,0,0
G20508,Gurk,1047,812,798,14,212,174,192,45,37,8,123,1,6,0,0,0,0,0
G20509,Guttaring,1223,841,830,11,248,152,169,68,51,26,111,3,2,0,0,0,0,0
G20511,Hüttenberg,1329,868,849,19,351,96,222,27,18,5,115,9,6,0,0,0,0,0
G20512,Kappel am Krappfeld,1588,1168,1143,25,320,360,169,69,61,22,134,5,3,0,0,0,0,0
G20513,Klein St. Paul,1591,1079,1060,19,297,220,226,54,55,19,178,5,6,0,0,0,0,0
G20515,Liebenfels,2637,1701,1674,27,572,249,286,162,106,52,225,12,10,0,0,0,0,0
G20518,Metnitz,1757,1233,1201,32,266,333,257,57,52,24,197,12,3,0,0,0,0,0
G20519,Micheldorf,893,596,586,10,231,69,86,33,29,11,119,6,2,0,0,0,0,0
G20520,Mölbling,1101,755,740,15,174,83,205,59,33,13,163,4,6,0,0,0,0,0
G20523,St. Georgen am Längsee,2974,2014,1969,45,653,253,355,203,129,64,291,13,8,0,0,0,0,0
G20527,St. Veit an der Glan,10066,6108,5997,111,2273,658,1020,628,352,188,815,39,24,0,0,0,0,0
G20530,Straßburg,1752,1158,1131,27,241,267,312,52,40,21,188,4,6,0,0,0,0,0
G20531,Weitensfeld im Gurktal,1776,1190,1175,15,290,313,297,45,70,18,135,3,4,0,0,0,0,0
G20534,Frauenstein,2941,1963,1933,30,534,282,376,252,101,76,289,13,10,0,0,0,0,0
G20601,Bad Kleinkirchheim,1359,898,885,13,184,144,194,90,98,50,119,0,6,0,0,0,0,0
G20602,Baldramsdorf,1543,1034,1013,21,380,122,224,53,78,46,104,4,2,0,0,0,0,0
G20603,Berg im Drautal,1102,755,737,18,192,229,88,74,62,29,58,3,2,0,0,0,0,0
G20604,Dellach im Drautal,1392,911,881,30,286,179,123,107,62,30,83,4,7,0,0,0,0,0
G20605,Großkirchheim,1132,777,765,12,106,204,225,64,60,23,80,2,1,0,0,0,0,0
G20607,Flattach,980,628,617,11,162,64,126,38,102,13,106,0,6,0,0,0,0,0
G20608,Gmünd in Kärnten,2142,1435,1413,22,419,215,324,139,71,58,173,6,8,0,0,0,0,0
G20609,Greifenburg,1428,957,942,15,218,235,212,79,68,34,88,6,2,0,0,0,0,0
G20610,Heiligenblut am Großglockner,885,556,542,14,118,171,87,53,43,15,51,2,2,0,0,0,0,0
G20611,Irschen,1625,1110,1088,22,383,244,177,113,71,18,65,7,10,0,0,0,0,0
G20613,Kleblach-Lind,1007,719,704,15,247,170,113,64,40,14,49,4,3,0,0,0,0,0
G20616,Lendorf,1432,1006,998,8,307,206,200,70,75,47,83,4,6,0,0,0,0,0
G20618,Mallnitz,680,493,487,6,273,75,47,25,13,4,49,1,0,0,0,0,0,0
G20619,Malta,1684,1099,1079,20,337,145,283,88,60,43,122,1,0,0,0,0,0,0
G20620,Millstatt am See,2743,1745,1719,26,361,342,290,257,131,113,207,8,10,0,0,0,0,0
G20622,Mörtschach,678,443,428,15,66,111,100,28,37,7,73,3,3,0,0,0,0,0
G20624,Mühldorf,795,535,524,11,183,61,161,29,26,20,35,4,5,0,0,0,0,0
G20625,Oberdrauburg,1006,630,617,13,189,153,89,58,57,9,56,3,3,0,0,0,0,0
G20627,Obervellach,1893,1160,1144,16,286,211,243,78,119,36,159,5,7,0,0,0,0,0
G20630,Radenthein,5095,3311,3222,89,1028,321,681,329,320,137,348,21,37,0,0,0,0,0
G20631,Rangersdorf,1385,812,801,11,217,150,227,42,62,10,91,1,1,0,0,0,0,0
G20632,Rennweg am Katschberg,1517,1114,1084,30,299,307,205,81,59,43,86,3,1,0,0,0,0,0
G20633,Sachsenburg,1048,682,671,11,198,85,180,35,64,40,60,3,6,0,0,0,0,0
G20634,Seeboden am Millstätter See,5080,3169,3099,70,666,501,659,361,276,251,350,13,22,0,0,0,0,0
G20635,Spittal an der Drau,12068,7633,7502,131,2325,870,1380,772,882,516,669,38,50,0,0,0,0,0
G20636,Stall,1365,907,896,11,233,131,210,24,51,12,233,2,0,0,0,0,0,0
G20637,Steinfeld,1703,1175,1150,25,423,183,268,79,63,41,86,6,1,0,0,0,0,0
G20638,Trebesing,1014,681,671,10,168,178,143,44,38,31,63,3,3,0,0,0,0,0
G20639,Weißensee,631,436,429,7,69,144,57,51,36,32,35,4,1,0,0,0,0,0
G20640,Winklern,987,590,583,7,169,88,141,46,41,26,70,0,2,0,0,0,0,0
G20642,Krems in Kärnten,1528,897,875,22,203,201,202,44,75,26,120,1,3,0,0,0,0,0
G20643,Lurnfeld,2116,1330,1308,22,402,192,243,131,89,87,158,4,2,0,0,0,0,0
G20644,Reißeck,1843,1255,1231,24,487,160,190,85,87,65,150,3,4,0,0,0,0,0
G20701,Afritz am See,1226,850,842,8,291,84,220,79,52,22,84,5,5,0,0,0,0,0
G20702,Arnoldstein,5340,3506,3439,67,1468,338,653,291,218,93,324,29,25,0,0,0,0,0
G20703,Arriach,1181,746,726,20,184,113,213,67,53,20,73,1,2,0,0,0,0,0
G20705,Bad Bleiberg,1982,1305,1276,29,593,83,211,84,78,27,179,11,10,0,0,0,0,0
G20707,Feistritz an der Gail,527,376,369,7,119,102,61,28,18,7,28,4,2,0,0,0,0,0
G20708,Feld am See,957,650,633,17,165,67,177,68,46,20,82,5,3,0,0,0,0,0
G20710,Ferndorf,1850,1270,1243,27,483,109,322,89,86,44,87,16,7,0,0,0,0,0
G20711,Finkenstein am Faaker See,6867,4476,4386,90,1540,578,763,526,310,175,442,27,25,0,0,0,0,0
G20712,Fresach,1086,776,760,16,243,86,227,60,43,20,75,3,3,0,0,0,0,0
G20713,Hohenthurn,651,462,455,7,137,117,71,36,26,19,45,2,2,0,0,0,0,0
G20719,Nötsch im Gailtal,1853,1287,1266,21,511,185,244,129,86,29,72,3,7,0,0,0,0,0
G20720,Paternion,4815,3329,3266,63,1087,363,675,317,304,162,311,23,24,0,0,0,0,0
G20721,Rosegg,1490,967,942,25,276,123,183,114,80,33,119,3,11,0,0,0,0,0
G20722,St. Jakob im Rosental,3524,2352,2305,47,1032,205,342,275,170,62,184,16,19,0,0,0,0,0
G20723,Stockenboi,1365,982,961,21,288,154,235,69,92,38,71,4,10,0,0,0,0,0
G20724,Treffen am Ossiacher See,3568,2243,2208,35,633,303,457,263,159,126,239,16,12,0,0,0,0,0
G20725,Velden am Wörther See,7007,4329,4259,70,1231,590,767,530,364,196,529,22,30,0,0,0,0,0
G20726,Weißenstein,2512,1801,1762,39,708,189,355,150,132,57,154,7,10,0,0,0,0,0
G20727,Wernberg,4276,2835,2796,39,976,302,572,306,232,91,284,11,22,0,0,0,0,0
G20801,Bleiburg,3093,2035,1987,48,704,362,315,213,123,46,198,19,7,0,0,0,0,0
G20802,Diex,660,476,463,13,138,148,59,25,24,3,65,0,1,0,0,0,0,0
G20803,Eberndorf,4792,3178,3104,74,1308,416,478,280,206,61,323,16,16,0,0,0,0,0
G20804,Eisenkappel-Vellach,1937,1373,1327,46,642,182,142,148,67,38,80,19,9,0,0,0,0,0
G20805,Feistritz ob Bleiburg,1674,1168,1139,29,468,127,146,183,77,31,88,13,6,0,0,0,0,0
G20806,Gallizien,1469,1036,1014,22,345,163,179,106,62,31,117,5,6,0,0,0,0,0
G20807,Globasnitz,1332,899,875,24,317,106,108,193,68,17,50,8,8,0,0,0,0,0
G20808,Griffen,2821,1927,1870,57,522,449,358,124,127,44,224,12,10,0,0,0,0,0
G20810,Neuhaus,906,569,557,12,173,109,97,39,41,8,80,9,1,0,0,0,0,0
G20812,Ruden,1266,848,826,22,324,150,147,40,54,16,85,7,3,0,0,0,0,0
G20813,St. Kanzian am Klopeiner See,3403,2327,2273,54,727,390,342,267,187,85,235,19,21,0,0,0,0,0
G20815,Sittersdorf,1726,1142,1117,25,415,172,181,117,82,36,96,6,12,0,0,0,0,0
G20817,Völkermarkt,8857,5908,5755,153,2104,886,968,540,426,134,638,27,32,0,0,0,0,0
G20901,Bad St. Leonhard im Lavanttal,3664,2557,2505,52,842,501,592,167,114,42,229,10,8,0,0,0,0,0
G20905,Frantschach-St. Gertraud,2211,1523,1506,17,534,297,332,71,91,27,137,6,11,0,0,0,0,0
G20909,Lavamünd,2571,1704,1672,32,674,255,360,70,118,15,162,11,7,0,0,0,0,0
G20911,Preitenegg,846,597,583,14,146,155,135,22,37,14,71,2,1,0,0,0,0,0
G20912,Reichenfels,1543,1055,1027,28,309,222,228,61,55,18,128,2,4,0,0,0,0,0
G20913,St. Andrä,8451,5479,5343,136,1918,690,1277,294,432,95,580,29,28,0,0,0,0,0
G20914,St. Georgen im Lavanttal,1658,1101,1070,31,387,133,273,59,113,11,86,4,4,0,0,0,0,0
G20918,St. Paul im Lavanttal,2817,1919,1873,46,599,274,460,125,141,31,226,7,10,0,0,0,0,0
G20923,Wolfsberg,20368,13570,13293,277,4820,1700,2896,1082,929,342,1372,63,89,0,0,0,0,0
G21001,Albeck,851,516,494,22,104,109,139,25,48,7,60,1,1,0,0,0,0,0
G21002,Feldkirchen in Kärnten,11652,7067,6941,126,2085,870,1458,696,603,243,913,29,44,0,0,0,0,0
G21003,Glanegg,1567,1038,1024,14,460,123,201,82,40,24,86,2,6,0,0,0,0,0
G21004,Gnesau,874,589,569,20,137,104,133,50,55,20,66,1,3,0,0,0,0,0
